employee_id,title,from_date,to_date
435436,Senior Engineer,2002-05-19,9999-01-01
435437,Staff,1999-09-07,9999-01-01
435439,Staff,1996-07-07,1997-07-20
435452,Engineer,1995-09-03,9999-01-01
435474,Staff,1998-07-28,9999-01-01
435476,Engineer,1996-11-05,9999-01-01
435485,Staff,1999-01-23,1999-10-28
435490,Engineer,1999-04-05,9999-01-01
435498,Senior Engineer,1999-04-21,2002-01-12
435499,Engineer,1998-07-22,9999-01-01
435500,Engineer,1997-02-03,2002-02-03
435500,Senior Engineer,2002-02-03,9999-01-01
435503,Staff,1997-12-25,9999-01-01
435514,Senior Staff,1997-06-19,9999-01-01
435519,Engineer,1997-06-06,9999-01-01
435534,Staff,1999-03-11,9999-01-01
435535,Engineer,1994-12-14,9999-01-01
435560,Engineer,1997-06-15,2002-06-15
435560,Senior Engineer,2002-06-15,9999-01-01
435563,Engineer,1994-08-19,2000-08-18
435563,Senior Engineer,2000-08-18,9999-01-01
435573,Engineer,1998-12-30,2000-11-27
435586,Senior Staff,1996-12-13,9999-01-01
435588,Senior Staff,2002-04-12,9999-01-01
435588,Staff,1994-04-12,2002-04-12
435591,Assistant Engineer,1997-11-19,2001-04-27
435593,Engineer,1999-07-22,9999-01-01
435595,Staff,1997-04-26,9999-01-01
435597,Senior Engineer,1999-08-24,9999-01-01
435604,Staff,1999-11-06,9999-01-01
435614,Senior Engineer,1997-09-04,9999-01-01
435620,Staff,1998-08-08,9999-01-01
435624,Engineer,1996-08-12,9999-01-01
435634,Senior Staff,1998-12-13,9999-01-01
435644,Senior Engineer,1997-06-05,1999-07-29
435646,Senior Staff,1997-10-31,9999-01-01
435647,Senior Engineer,1999-06-25,1999-07-24
435650,Engineer,1999-01-18,9999-01-01
435651,Staff,1998-11-14,1999-03-31
435663,Technique Leader,1999-08-02,9999-01-01
435664,Senior Engineer,1997-07-28,2000-06-16
435670,Senior Staff,1995-04-08,9999-01-01
435674,Staff,1995-01-10,9999-01-01
435685,Technique Leader,1999-10-18,9999-01-01
435686,Engineer,1994-01-06,1999-11-24
435687,Senior Staff,2001-01-25,9999-01-01
435687,Staff,1996-01-26,2001-01-25
435707,Engineer,1993-12-11,1998-12-11
435707,Senior Engineer,1998-12-11,9999-01-01
435714,Senior Engineer,1997-12-06,9999-01-01
435721,Assistant Engineer,1995-01-05,1995-01-13
435734,Staff,1996-02-02,9999-01-01
435745,Engineer,1998-11-26,9999-01-01
435746,Assistant Engineer,1997-04-30,9999-01-01
435748,Technique Leader,1998-06-20,2001-12-03
435749,Engineer,1999-02-25,9999-01-01
435756,Staff,1996-08-06,9999-01-01
435759,Senior Staff,1997-11-11,9999-01-01
435764,Senior Staff,1996-12-12,9999-01-01
435766,Engineer,1999-09-01,9999-01-01
435777,Staff,1998-04-29,9999-01-01
435786,Senior Staff,2001-09-17,9999-01-01
435786,Staff,1994-09-17,2001-09-17
435790,Assistant Engineer,1998-07-19,9999-01-01
435807,Engineer,1994-11-16,1999-11-16
435807,Senior Engineer,1999-11-16,9999-01-01
435809,Technique Leader,1995-02-06,9999-01-01
435811,Engineer,1996-04-29,1999-12-23
435821,Senior Staff,1999-06-23,9999-01-01
435826,Engineer,1999-04-04,2000-05-05
435837,Engineer,1999-01-15,9999-01-01
435840,Engineer,1998-12-27,1999-07-15
435849,Engineer,1998-09-20,2001-12-07
435854,Engineer,1995-06-07,2001-06-06
435854,Senior Engineer,2001-06-06,9999-01-01
435866,Staff,1998-11-26,9999-01-01
435870,Staff,1999-06-15,1999-08-21
435876,Staff,1998-06-17,9999-01-01
435884,Staff,1996-12-12,9999-01-01
435898,Engineer,1996-04-29,2002-04-29
435898,Senior Engineer,2002-04-29,9999-01-01
435901,Engineer,1994-02-26,1999-02-26
435901,Senior Engineer,1999-02-26,9999-01-01
435904,Engineer,1996-07-23,1996-12-23
435918,Staff,1999-05-08,9999-01-01
435926,Engineer,1998-05-10,9999-01-01
435927,Senior Engineer,2000-01-14,9999-01-01
435929,Senior Engineer,1994-04-28,9999-01-01
435934,Staff,1995-01-19,1996-10-29
435935,Engineer,1996-02-02,9999-01-01
435937,Senior Engineer,1997-12-23,9999-01-01
435941,Engineer,1997-04-05,9999-01-01
435942,Staff,1999-12-20,9999-01-01
435943,Senior Staff,1997-06-10,2001-04-22
435944,Senior Staff,2002-07-17,9999-01-01
435944,Staff,1995-07-17,2002-07-17
435954,Technique Leader,1999-02-14,9999-01-01
435970,Senior Engineer,1997-08-16,9999-01-01
435971,Senior Staff,1999-04-08,9999-01-01
435979,Engineer,1996-08-07,9999-01-01
435984,Staff,1994-12-10,9999-01-01
435994,Staff,1997-11-13,9999-01-01
436023,Senior Staff,1995-10-23,9999-01-01
436035,Staff,1998-06-09,9999-01-01
436054,Engineer,1996-01-31,9999-01-01
436057,Engineer,1997-04-24,9999-01-01
436065,Senior Staff,1995-10-11,1995-10-29
436066,Engineer,1999-10-20,9999-01-01
436067,Engineer,1995-05-14,9999-01-01
436068,Engineer,1995-07-31,1995-08-17
436070,Staff,1999-05-21,9999-01-01
436072,Staff,1998-09-05,9999-01-01
436075,Engineer,1996-04-19,2000-08-15
436083,Staff,1996-12-24,1998-02-01
436086,Technique Leader,1997-01-03,9999-01-01
436103,Staff,1998-10-12,9999-01-01
436110,Staff,1999-09-07,9999-01-01
436128,Staff,1996-10-22,9999-01-01
436138,Staff,1998-08-26,9999-01-01
436147,Staff,1997-08-04,2002-06-02
436153,Assistant Engineer,1999-09-16,9999-01-01
436159,Technique Leader,1998-01-16,9999-01-01
436160,Staff,1998-10-02,1999-03-18
436161,Engineer,1998-12-27,9999-01-01
436165,Technique Leader,1996-05-24,9999-01-01
436172,Senior Staff,1998-01-01,9999-01-01
436181,Staff,1998-03-18,9999-01-01
436182,Staff,1998-06-13,1999-01-06
436189,Staff,1998-06-25,2000-12-03
436190,Engineer,1997-07-11,9999-01-01
436192,Senior Engineer,1998-01-22,1999-05-03
436193,Staff,1998-06-11,9999-01-01
436195,Senior Staff,2001-08-17,9999-01-01
436195,Staff,1996-08-17,2001-08-17
436198,Engineer,1994-07-12,2000-07-11
436198,Senior Engineer,2000-07-11,9999-01-01
436199,Staff,1997-08-04,9999-01-01
436210,Staff,1994-04-02,1998-07-15
436212,Staff,1997-01-12,9999-01-01
436213,Engineer,1994-02-12,1999-02-12
436213,Senior Engineer,1999-02-12,9999-01-01
436214,Senior Engineer,1998-05-29,9999-01-01
436224,Assistant Engineer,1994-06-17,2000-06-16
436224,Engineer,2000-06-16,9999-01-01
436229,Senior Engineer,1997-10-14,9999-01-01
436230,Engineer,1997-09-08,9999-01-01
436239,Senior Staff,2000-03-02,2001-10-17
436239,Staff,1995-03-03,2000-03-02
436244,Senior Engineer,1995-08-18,1997-12-12
436257,Senior Staff,1999-10-24,9999-01-01
436257,Staff,1994-10-24,1999-10-24
436260,Senior Staff,1996-08-13,9999-01-01
436261,Senior Engineer,1994-03-29,9999-01-01
436270,Senior Staff,2001-03-20,9999-01-01
436270,Staff,1994-03-20,2001-03-20
436276,Engineer,1999-05-24,9999-01-01
436281,Senior Staff,2000-09-26,9999-01-01
436281,Staff,1995-09-27,2000-09-26
436284,Staff,1997-09-20,9999-01-01
436295,Senior Engineer,1994-09-05,1998-02-07
436298,Staff,1994-11-25,9999-01-01
436309,Staff,1997-04-05,2002-01-31
436312,Staff,1998-04-19,9999-01-01
436313,Technique Leader,1998-03-05,9999-01-01
436321,Engineer,1995-10-16,9999-01-01
436323,Senior Engineer,1998-02-16,9999-01-01
436327,Senior Staff,1999-02-01,9999-01-01
436327,Staff,1994-02-01,1999-02-01
436331,Engineer,1999-10-21,9999-01-01
436338,Staff,1993-12-23,9999-01-01
436340,Engineer,1995-09-23,2000-09-22
436340,Senior Engineer,2000-09-22,9999-01-01
436343,Senior Engineer,1995-07-16,9999-01-01
436345,Senior Staff,1998-09-15,9999-01-01
436347,Engineer,1997-05-10,9999-01-01
436348,Engineer,1996-04-08,2002-04-08
436348,Senior Engineer,2002-04-08,9999-01-01
436349,Assistant Engineer,1994-08-29,1995-02-23
436350,Engineer,1997-10-03,9999-01-01
436365,Engineer,1995-09-16,2002-02-28
436368,Senior Engineer,1996-11-18,9999-01-01
436374,Staff,1999-09-18,9999-01-01
436386,Engineer,1996-01-12,1996-03-06
436411,Staff,1996-02-02,9999-01-01
436415,Engineer,1999-02-16,9999-01-01
436422,Staff,1998-05-19,9999-01-01
436429,Senior Engineer,1996-10-10,9999-01-01
436435,Technique Leader,1996-12-15,9999-01-01
436437,Engineer,1994-02-17,1996-07-13
436452,Senior Engineer,1999-05-14,9999-01-01
436453,Engineer,1995-10-29,2000-10-28
436453,Senior Engineer,2000-10-28,9999-01-01
436464,Senior Staff,2000-09-22,9999-01-01
436464,Staff,1994-09-23,2000-09-22
436466,Engineer,1994-01-16,2001-01-16
436466,Senior Engineer,2001-01-16,9999-01-01
436468,Engineer,1996-06-28,9999-01-01
436475,Engineer,1997-08-30,2001-05-21
436478,Engineer,1997-01-11,9999-01-01
436479,Staff,1997-10-27,9999-01-01
436489,Senior Engineer,1997-06-10,9999-01-01
436497,Staff,1997-04-10,9999-01-01
436503,Senior Staff,1997-02-27,9999-01-01
436505,Engineer,1998-03-18,9999-01-01
436509,Assistant Engineer,1994-10-04,2001-10-04
436509,Engineer,2001-10-04,9999-01-01
436513,Engineer,1994-11-13,9999-01-01
436517,Senior Staff,2001-12-14,9999-01-01
436517,Staff,1996-12-14,2001-12-14
436518,Senior Staff,2002-03-15,9999-01-01
436518,Staff,1997-03-15,2002-03-15
436520,Staff,1998-06-30,2001-05-27
436541,Staff,1996-04-25,9999-01-01
436561,Engineer,1995-09-16,9999-01-01
436563,Engineer,1999-01-09,9999-01-01
436573,Engineer,1999-03-18,9999-01-01
436576,Engineer,1994-05-09,2002-05-09
436576,Senior Engineer,2002-05-09,9999-01-01
436577,Staff,1998-01-13,9999-01-01
436578,Engineer,1995-01-16,9999-01-01
436579,Staff,1998-09-13,1999-07-05
436582,Engineer,1997-10-23,9999-01-01
436588,Senior Staff,1996-05-30,9999-01-01
436592,Senior Staff,1996-04-16,9999-01-01
436595,Engineer,1999-04-10,9999-01-01
436596,Engineer,1997-08-14,1998-03-07
436601,Senior Staff,2002-04-30,9999-01-01
436601,Staff,1994-04-30,2002-04-30
436614,Senior Engineer,1997-02-25,9999-01-01
436618,Engineer,1994-04-06,2000-06-06
436621,Senior Staff,1999-12-26,2001-03-23
436621,Staff,1993-12-26,1999-12-26
436634,Engineer,1994-10-22,1999-10-22
436634,Senior Engineer,1999-10-22,9999-01-01
436640,Engineer,1994-06-01,2000-02-19
436648,Engineer,1995-10-11,2001-10-10
436648,Senior Engineer,2001-10-10,9999-01-01
436655,Engineer,1996-04-20,9999-01-01
436674,Senior Engineer,1997-01-21,9999-01-01
436675,Staff,1997-12-25,9999-01-01
436690,Assistant Engineer,1999-12-11,9999-01-01
436691,Senior Staff,1996-11-09,9999-01-01
436692,Engineer,1999-09-30,2001-08-17
436711,Senior Engineer,1998-06-26,9999-01-01
436721,Staff,1997-09-13,9999-01-01
436728,Senior Engineer,1994-06-16,9999-01-01
436730,Staff,1999-01-28,2002-04-17
436732,Senior Staff,2000-12-14,9999-01-01
436732,Staff,1994-12-15,2000-12-14
436756,Staff,1998-10-20,9999-01-01
436759,Senior Engineer,1997-05-31,9999-01-01
436766,Senior Engineer,1994-05-05,9999-01-01
436777,Senior Staff,2002-03-19,9999-01-01
436777,Staff,1994-03-19,2002-03-19
436780,Staff,1996-10-07,9999-01-01
436783,Engineer,1994-03-16,9999-01-01
436784,Staff,1996-04-14,9999-01-01
436788,Engineer,1995-10-03,2001-10-02
436788,Senior Engineer,2001-10-02,9999-01-01
436802,Engineer,1998-09-03,9999-01-01
436805,Senior Staff,2001-01-11,9999-01-01
436805,Staff,1995-01-12,2001-01-11
436808,Engineer,1995-05-13,2000-05-12
436808,Senior Engineer,2000-05-12,9999-01-01
436810,Senior Engineer,1994-09-21,9999-01-01
436812,Staff,1995-08-20,9999-01-01
436817,Staff,1995-12-26,9999-01-01
436818,Staff,1994-10-12,9999-01-01
436819,Engineer,1994-07-18,2002-07-18
436819,Senior Engineer,2002-07-18,9999-01-01
436830,Senior Staff,2001-05-10,9999-01-01
436830,Staff,1996-05-10,2001-05-10
436831,Technique Leader,1996-02-04,2002-07-29
436833,Engineer,1998-02-17,9999-01-01
436835,Staff,1995-02-24,1997-04-02
436846,Engineer,1997-06-03,2002-06-03
436846,Senior Engineer,2002-06-03,9999-01-01
436855,Senior Engineer,1995-04-05,9999-01-01
436858,Engineer,1995-04-16,9999-01-01
436864,Senior Staff,1998-12-31,9999-01-01
436864,Staff,1993-12-31,1998-12-31
436867,Assistant Engineer,1997-07-03,9999-01-01
436870,Senior Engineer,1999-08-13,9999-01-01
436891,Staff,1995-03-06,9999-01-01
436900,Assistant Engineer,1999-05-26,9999-01-01
436912,Staff,1995-12-09,9999-01-01
436915,Staff,1998-10-11,9999-01-01
436916,Senior Staff,1996-02-14,9999-01-01
436926,Staff,1996-08-14,1999-03-09
436935,Technique Leader,1994-04-29,9999-01-01
436938,Staff,1996-03-18,9999-01-01
436944,Staff,1996-10-17,9999-01-01
436948,Assistant Engineer,1996-08-29,9999-01-01
436949,Senior Engineer,1994-06-06,9999-01-01
436958,Staff,1994-05-06,1997-02-26
436971,Staff,1999-12-28,9999-01-01
436976,Staff,1999-05-27,9999-01-01
436979,Senior Staff,2001-01-10,9999-01-01
436979,Staff,1996-01-11,2001-01-10
436992,Senior Staff,1993-12-12,9999-01-01
436993,Senior Staff,1998-02-14,9999-01-01
436999,Engineer,1996-06-15,9999-01-01
437000,Staff,1993-12-15,2000-04-07
437001,Staff,1998-07-16,9999-01-01
437004,Senior Staff,2001-09-07,9999-01-01
437004,Staff,1996-09-07,2001-09-07
437006,Engineer,1995-12-10,9999-01-01
437009,Technique Leader,1996-10-20,9999-01-01
437011,Staff,1998-03-19,9999-01-01
437013,Assistant Engineer,1998-05-29,9999-01-01
437014,Staff,1999-02-27,9999-01-01
437021,Engineer,1996-04-05,9999-01-01
437022,Staff,1995-05-09,1998-08-23
437026,Senior Staff,1999-12-17,9999-01-01
437036,Technique Leader,1999-04-07,9999-01-01
437040,Engineer,1995-06-12,2000-06-11
437040,Senior Engineer,2000-06-11,9999-01-01
437043,Assistant Engineer,1999-02-09,1999-10-09
437049,Technique Leader,1995-10-25,9999-01-01
437050,Engineer,1996-08-12,9999-01-01
437057,Engineer,1997-09-13,9999-01-01
437068,Senior Staff,1995-11-21,9999-01-01
437073,Staff,1999-08-10,9999-01-01
437077,Engineer,1997-07-30,1999-07-28
437090,Senior Engineer,1998-07-24,9999-01-01
437092,Senior Staff,2001-12-07,9999-01-01
437092,Staff,1996-12-07,2001-12-07
437102,Engineer,1995-08-14,2000-08-13
437102,Senior Engineer,2000-08-13,9999-01-01
437108,Engineer,1996-12-01,1998-10-30
437117,Engineer,1996-03-23,9999-01-01
437124,Engineer,1999-05-15,9999-01-01
437132,Engineer,1996-11-25,9999-01-01
437146,Staff,1997-01-06,9999-01-01
437149,Staff,1997-10-04,9999-01-01
437153,Staff,1999-02-16,1999-12-15
437165,Senior Staff,2000-03-09,9999-01-01
437165,Staff,1994-03-10,2000-03-09
437170,Engineer,1995-04-29,9999-01-01
437174,Staff,1996-08-31,9999-01-01
437176,Engineer,1996-04-11,2002-04-11
437176,Senior Engineer,2002-04-11,9999-01-01
437187,Staff,1998-07-11,9999-01-01
437192,Senior Engineer,1996-08-29,9999-01-01
437199,Senior Engineer,1998-01-28,2000-01-13
437202,Senior Staff,1995-05-17,9999-01-01
437204,Senior Engineer,1999-05-15,9999-01-01
437235,Assistant Engineer,1997-01-07,9999-01-01
437239,Staff,1999-11-26,9999-01-01
437273,Engineer,1998-06-19,9999-01-01
437281,Senior Staff,2000-11-26,9999-01-01
437281,Staff,1995-11-27,2000-11-26
437283,Engineer,1994-01-22,9999-01-01
437293,Engineer,1994-12-28,2000-12-27
437293,Senior Engineer,2000-12-27,9999-01-01
437299,Engineer,1999-08-17,1999-12-20
437302,Technique Leader,1995-06-11,9999-01-01
437309,Senior Engineer,1998-03-30,9999-01-01
437312,Engineer,1998-07-14,9999-01-01
437314,Senior Staff,1999-12-31,2000-12-05
437315,Engineer,1997-03-31,2002-03-31
437315,Senior Engineer,2002-03-31,9999-01-01
437329,Staff,1995-08-15,9999-01-01
437331,Senior Staff,2002-06-02,9999-01-01
437331,Staff,1996-06-02,2002-06-02
437341,Staff,1999-02-22,1999-09-30
437357,Technique Leader,1994-04-01,9999-01-01
437359,Engineer,1998-11-12,9999-01-01
437369,Senior Staff,1995-01-25,9999-01-01
437371,Staff,1999-09-01,9999-01-01
437375,Engineer,1997-07-17,9999-01-01
437376,Staff,1998-01-05,1999-01-10
437384,Senior Staff,1994-04-05,9999-01-01
437386,Engineer,2000-01-18,9999-01-01
437388,Engineer,1996-11-23,2000-01-27
437402,Staff,1999-02-16,2001-12-12
437403,Senior Staff,2001-06-19,2002-05-11
437403,Staff,1995-06-20,2001-06-19
437406,Staff,1999-04-27,9999-01-01
437416,Engineer,1997-09-13,9999-01-01
437420,Engineer,1995-11-15,2000-11-14
437420,Senior Engineer,2000-11-14,9999-01-01
437429,Staff,1999-05-23,9999-01-01
437432,Engineer,1999-10-13,9999-01-01
437433,Assistant Engineer,1997-12-08,9999-01-01
437436,Technique Leader,1996-05-18,9999-01-01
437444,Engineer,1995-04-18,9999-01-01
437454,Senior Staff,2001-06-27,9999-01-01
437454,Staff,1996-06-27,2001-06-27
437457,Staff,1995-07-24,1996-06-27
437460,Staff,1999-10-08,2000-04-02
437469,Senior Staff,1994-05-05,9999-01-01
437472,Senior Engineer,1996-01-18,9999-01-01
437480,Staff,1994-06-23,2000-02-03
437484,Engineer,1994-11-03,9999-01-01
437492,Senior Engineer,1993-12-14,2001-02-04
437496,Engineer,1999-07-10,9999-01-01
437500,Senior Staff,1996-11-05,9999-01-01
437503,Staff,1997-08-02,9999-01-01
437508,Senior Engineer,1998-03-23,2001-08-30
437518,Staff,1997-12-02,9999-01-01
437525,Engineer,1998-07-19,9999-01-01
437532,Staff,1999-09-22,9999-01-01
437534,Staff,1996-07-13,2002-04-09
437546,Senior Staff,1996-06-19,9999-01-01
437550,Engineer,1996-09-29,9999-01-01
437551,Staff,1997-11-21,1999-10-31
437559,Engineer,1997-11-29,9999-01-01
437561,Staff,1997-02-17,9999-01-01
437570,Engineer,1995-12-24,9999-01-01
437578,Engineer,2000-01-10,9999-01-01
437581,Senior Engineer,1996-09-18,9999-01-01
437585,Staff,1995-10-22,1996-01-03
437586,Engineer,1994-08-16,9999-01-01
437588,Senior Engineer,1995-07-05,1996-02-11
437590,Engineer,1997-10-15,9999-01-01
437595,Senior Staff,1999-05-31,9999-01-01
437598,Senior Staff,1999-12-12,9999-01-01
437601,Engineer,1997-09-30,9999-01-01
437617,Senior Staff,1998-08-18,9999-01-01
437621,Engineer,1995-04-15,1996-09-20
437625,Engineer,1997-04-16,2002-04-16
437625,Senior Engineer,2002-04-16,9999-01-01
437627,Staff,1996-02-18,9999-01-01
437636,Senior Staff,2001-07-06,9999-01-01
437636,Staff,1996-07-06,2001-07-06
437638,Engineer,1998-12-02,9999-01-01
437650,Staff,1995-10-14,9999-01-01
437655,Engineer,1996-11-22,2001-11-22
437655,Senior Engineer,2001-11-22,9999-01-01
437657,Engineer,1998-06-25,9999-01-01
437658,Engineer,1996-09-12,1998-08-27
437663,Engineer,1998-08-07,9999-01-01
437673,Senior Engineer,1997-05-23,1998-07-19
437674,Senior Staff,1999-06-03,9999-01-01
437676,Senior Engineer,1999-11-06,9999-01-01
437682,Staff,1997-09-10,9999-01-01
437685,Technique Leader,1998-07-05,9999-01-01
437687,Engineer,1998-09-13,9999-01-01
437688,Staff,1996-02-01,9999-01-01
437708,Engineer,1998-05-15,9999-01-01
437717,Assistant Engineer,1999-09-10,9999-01-01
437718,Engineer,1994-07-04,1999-07-18
437728,Engineer,1997-12-19,9999-01-01
437729,Senior Staff,1998-04-16,2000-10-06
437742,Assistant Engineer,1997-08-23,2000-07-25
437753,Senior Staff,1999-05-25,9999-01-01
437753,Staff,1994-05-25,1999-05-25
437758,Staff,1999-09-07,9999-01-01
437760,Senior Staff,1994-03-14,9999-01-01
437763,Staff,1996-04-19,2000-04-11
437767,Senior Staff,1999-01-17,2000-01-02
437770,Senior Staff,1999-05-23,9999-01-01
437770,Staff,1994-05-23,1999-05-23
437776,Staff,1999-05-30,2001-05-11
437778,Staff,1996-08-29,9999-01-01
437779,Senior Staff,1997-12-27,9999-01-01
437782,Senior Staff,2001-11-30,9999-01-01
437782,Staff,1994-11-30,2001-11-30
437819,Staff,1995-02-21,1996-04-28
437821,Engineer,1997-04-09,9999-01-01
437828,Engineer,1999-09-25,1999-12-26
437831,Staff,1999-12-21,9999-01-01
437840,Staff,1994-07-23,1996-05-07
437842,Senior Engineer,1994-11-17,9999-01-01
437847,Engineer,1999-08-14,9999-01-01
437854,Engineer,1997-05-08,9999-01-01
437855,Senior Staff,2000-05-31,9999-01-01
437855,Staff,1994-06-01,2000-05-31
437856,Staff,1995-02-28,9999-01-01
437857,Senior Staff,2002-02-23,9999-01-01
437857,Staff,1995-02-23,2002-02-23
437867,Staff,1997-08-31,2001-05-10
437869,Senior Staff,2001-12-15,9999-01-01
437869,Staff,1993-12-15,2001-12-15
437887,Engineer,1997-11-15,9999-01-01
437888,Staff,1994-06-16,9999-01-01
437905,Technique Leader,1997-06-22,9999-01-01
437907,Engineer,1995-08-19,9999-01-01
437910,Staff,1995-11-12,9999-01-01
437912,Engineer,1996-05-13,9999-01-01
437932,Senior Staff,1999-09-13,9999-01-01
437932,Staff,1994-09-13,1999-09-13
437935,Senior Staff,2002-07-30,9999-01-01
437935,Staff,1995-07-30,2002-07-30
437936,Senior Staff,2001-08-10,9999-01-01
437936,Staff,1995-08-11,2001-08-10
437938,Engineer,1995-12-28,2000-12-27
437938,Senior Engineer,2000-12-27,9999-01-01
437939,Assistant Engineer,1997-09-07,9999-01-01
437943,Staff,1998-07-26,9999-01-01
437948,Staff,1997-11-24,9999-01-01
437952,Engineer,1997-12-15,9999-01-01
437958,Senior Staff,1999-01-21,9999-01-01
437958,Staff,1994-01-21,1999-01-21
437973,Engineer,1995-01-06,1998-07-27
437975,Assistant Engineer,1996-04-30,9999-01-01
437977,Senior Engineer,1994-08-03,9999-01-01
437991,Staff,1999-07-18,9999-01-01
437993,Senior Staff,1997-05-01,2001-03-29
437994,Engineer,1995-03-26,2000-03-25
437994,Senior Engineer,2000-03-25,9999-01-01
437996,Senior Engineer,1999-08-28,9999-01-01
437997,Senior Engineer,1998-04-26,9999-01-01
437999,Assistant Engineer,1994-12-22,1996-06-09
438009,Technique Leader,1996-08-31,9999-01-01
438019,Staff,1996-08-23,1997-06-06
438020,Engineer,1999-10-27,2000-02-06
438024,Senior Engineer,1999-11-22,9999-01-01
438025,Senior Staff,1999-12-20,9999-01-01
438025,Staff,1993-12-20,1999-12-20
438027,Staff,1997-04-26,9999-01-01
438030,Senior Staff,2001-01-16,9999-01-01
438030,Staff,1996-01-17,2001-01-16
438033,Engineer,1994-02-18,9999-01-01
438034,Engineer,1997-04-17,2002-04-17
438034,Senior Engineer,2002-04-17,9999-01-01
438051,Engineer,1994-02-14,1999-04-26
438057,Engineer,1996-01-20,2001-01-19
438057,Senior Engineer,2001-01-19,9999-01-01
438067,Staff,1995-04-19,1998-11-27
438070,Engineer,1994-01-17,9999-01-01
438078,Staff,1995-12-11,9999-01-01
438086,Staff,1997-05-15,9999-01-01
438087,Engineer,1994-12-24,1999-12-24
438087,Senior Engineer,1999-12-24,9999-01-01
438092,Senior Engineer,1994-03-29,9999-01-01
438093,Engineer,1994-03-28,2001-03-28
438093,Senior Engineer,2001-03-28,9999-01-01
438099,Engineer,1994-10-18,2000-10-17
438099,Senior Engineer,2000-10-17,9999-01-01
438101,Engineer,1995-04-15,9999-01-01
438113,Staff,1994-07-08,9999-01-01
438116,Engineer,1999-11-11,2001-06-30
438121,Staff,1998-11-26,9999-01-01
438123,Staff,1997-12-30,2000-04-29
438129,Senior Engineer,1994-05-07,9999-01-01
438136,Senior Staff,2000-09-12,9999-01-01
438136,Staff,1994-09-13,2000-09-12
438139,Senior Staff,2000-08-10,9999-01-01
438139,Staff,1995-08-11,2000-08-10
438143,Assistant Engineer,1994-04-14,2001-04-14
438143,Engineer,2001-04-14,9999-01-01
438157,Engineer,1996-09-20,1998-06-09
438158,Senior Engineer,1994-12-16,1999-05-13
438163,Senior Staff,2002-03-09,9999-01-01
438163,Staff,1994-03-09,2002-03-09
438165,Senior Engineer,1994-09-14,9999-01-01
438170,Assistant Engineer,1997-10-07,2000-11-02
438175,Engineer,1994-07-13,2001-07-13
438175,Senior Engineer,2001-07-13,9999-01-01
438177,Senior Staff,1998-05-31,9999-01-01
438183,Senior Engineer,1999-07-05,2001-03-17
438186,Staff,1999-03-31,9999-01-01
438196,Senior Staff,2002-05-20,9999-01-01
438196,Staff,1995-05-20,2002-05-20
438200,Staff,1998-06-19,9999-01-01
438202,Assistant Engineer,1993-12-22,1999-12-22
438202,Engineer,1999-12-22,9999-01-01
438203,Staff,1997-03-01,2001-12-23
438208,Engineer,1996-03-25,9999-01-01
438210,Senior Engineer,1995-08-09,9999-01-01
438215,Senior Engineer,1994-11-10,9999-01-01
438228,Senior Engineer,1997-10-06,2000-04-26
438235,Senior Staff,1994-09-29,9999-01-01
438238,Senior Engineer,1997-06-09,9999-01-01
438248,Engineer,1995-10-09,9999-01-01
438263,Engineer,1997-01-21,9999-01-01
438271,Engineer,1997-04-12,9999-01-01
438278,Senior Engineer,1997-10-18,9999-01-01
438286,Engineer,1997-06-25,9999-01-01
438300,Engineer,1995-07-30,2000-07-29
438300,Senior Engineer,2000-07-29,9999-01-01
438317,Staff,1993-12-30,1998-07-19
438320,Staff,1998-05-18,9999-01-01
438342,Senior Staff,1996-05-15,9999-01-01
438362,Engineer,2000-01-11,2002-07-17
438368,Staff,1998-07-25,9999-01-01
438371,Senior Staff,1996-03-25,9999-01-01
438374,Staff,1996-08-16,1998-07-16
438375,Engineer,1997-03-30,9999-01-01
438381,Senior Staff,1999-02-13,9999-01-01
438381,Staff,1994-02-13,1999-02-13
438382,Senior Engineer,1995-04-07,9999-01-01
438384,Senior Engineer,1996-08-11,9999-01-01
438395,Staff,1998-07-21,9999-01-01
438407,Engineer,1999-04-02,9999-01-01
438410,Engineer,1994-04-09,2002-04-09
438410,Senior Engineer,2002-04-09,9999-01-01
438411,Staff,1998-10-16,9999-01-01
438414,Engineer,1996-07-21,9999-01-01
438426,Staff,1995-09-05,2000-04-19
438428,Senior Staff,2000-08-04,9999-01-01
438428,Staff,1995-08-05,2000-08-04
438433,Engineer,1996-07-04,1996-11-22
438438,Senior Staff,1999-06-03,9999-01-01
438438,Staff,1994-06-03,1999-06-03
438447,Senior Engineer,1998-09-12,9999-01-01
438459,Engineer,1994-04-25,2002-04-25
438459,Senior Engineer,2002-04-25,9999-01-01
438462,Senior Staff,2002-07-27,9999-01-01
438462,Staff,1997-07-27,2002-07-27
438475,Staff,1996-08-27,2000-01-03
438484,Senior Staff,2000-02-13,9999-01-01
438484,Staff,1995-02-13,2000-02-13
438487,Senior Staff,2000-05-12,9999-01-01
438487,Staff,1994-05-13,2000-05-12
438492,Staff,1994-11-07,1999-05-19
438494,Engineer,1998-12-19,2002-01-06
438495,Engineer,1998-11-01,9999-01-01
438498,Staff,1998-08-05,9999-01-01
438504,Staff,1998-09-23,2002-03-01
438505,Staff,1996-04-26,9999-01-01
438506,Engineer,1997-06-16,9999-01-01
438516,Staff,1999-12-23,9999-01-01
